ID,大限,受訪時大限,Rule1,Rule2,Rule3,Rule4,Rule5,Rule6,Rule7,Rule8,Rule9,Rule10,Rule11,Rule12,Rule13,Rule14,Rule15,Rule16,Rule17,Rule18,Rule19,Rule20
410,9,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
419,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
419,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
419,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
419,5,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
419,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
419,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
419,8,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
419,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,10,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
425,1,5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
425,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
425,5,5,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
425,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
425,7,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
425,8,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
425,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,10,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
444,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
444,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
444,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
444,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
444,10,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
511,1,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
511,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
511,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
511,6,4,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
511,7,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
511,8,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
511,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
511,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
523,1,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
523,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
523,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
523,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
523,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
523,6,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
523,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,8,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
523,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
523,10,6,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
609,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
609,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
609,4,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
609,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
609,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
609,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
609,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,10,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
610,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
610,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
610,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
610,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
610,5,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
610,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
610,9,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
610,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
634,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
634,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
634,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
634,4,5,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
634,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
634,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
634,8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
634,9,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
634,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
640,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
640,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
640,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
640,4,4,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
640,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,7,4,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
640,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
640,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
640,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
708,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
708,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
708,3,5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
708,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
708,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
708,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
708,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
708,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,9,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
708,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
838,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
838,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
838,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
838,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
838,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
838,8,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838,9,5,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
838,10,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
10130,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
10130,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10130,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
10130,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10130,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10130,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10130,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10130,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10130,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10130,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
10135,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135,2,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
10135,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
10135,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10135,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10135,6,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10135,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10135,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10135,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10215,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10215,2,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
10215,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
10215,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10215,5,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
10215,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10215,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10215,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10215,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10215,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10221,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10221,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10221,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10221,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
10221,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10221,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10221,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10221,8,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
10221,9,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
10221,10,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10230,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10230,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
10230,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
10230,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10230,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10230,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10230,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10230,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
10230,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10230,10,3,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
10328,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10328,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10328,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10328,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10328,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10328,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10328,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10328,8,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
10328,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10328,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10333,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
10333,2,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
10333,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10333,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10333,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10333,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10333,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10333,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10333,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10333,10,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
10407,1,4,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
10407,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10407,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10407,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10407,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10407,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,8,4,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
10407,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10407,10,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10415,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10415,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10415,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10415,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
10415,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
10415,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10415,7,5,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
10415,8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10415,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10415,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10428,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10428,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
10428,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10428,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
10428,5,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
10428,6,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
10428,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
